class,image_path,name,xmax,xmin,ymax,ymin
0.0,0bd97eb285fcedd86932513f674b162b.jpg,GRAFFITI,859.02490234375,738.069091796875,218.74569702148438,154.05712890625
7.0,0bd97eb285fcedd86932513f674b162b.jpg,BAD_BILLBOARD,579.3001708984375,517.282958984375,189.3388671875,125.79678344726562
0.0,0bd97eb285fcedd86932513f674b162b.jpg,GRAFFITI,667.218017578125,569.3984375,215.03463745117188,169.70028686523438
7.0,0bd97eb285fcedd86932513f674b162b.jpg,BAD_BILLBOARD,618.5592651367188,544.3268432617188,184.21646118164062,111.12294006347656
7.0,0bd97eb285fcedd86932513f674b162b.jpg,BAD_BILLBOARD,271.20550537109375,188.23304748535156,194.4477996826172,127.69212341308594
0.0,0bd97eb285fcedd86932513f674b162b.jpg,GRAFFITI,628.3419189453125,535.848876953125,242.27484130859375,186.04052734375
2.0,4ed7f2cda06447613cb700c6e34790c0.jpg,POTHOLES,268.4884948730469,85.81790924072266,384.7159423828125,258.1412658691406
2.0,4ed7f2cda06447613cb700c6e34790c0.jpg,POTHOLES,644.734375,494.470703125,513.404296875,299.6058654785156
2.0,4ed7f2cda06447613cb700c6e34790c0.jpg,POTHOLES,432.9066467285156,315.96563720703125,292.8610534667969,212.802001953125
2.0,4ed7f2cda06447613cb700c6e34790c0.jpg,POTHOLES,344.00518798828125,208.0569305419922,325.55572509765625,224.12991333007812
3.0,006e04a34f54d116f6aff2bb31cb320c.jpg,GARBAGE,446.8365783691406,362.61114501953125,353.44549560546875,304.9342956542969
9.0,bdd6271e66ffd4f998f152223540aeec.jpg,CLUTTER_SIDEWALK,368.64202880859375,0.3961372375488281,295.56695556640625,185.1053924560547
3.0,bdd6271e66ffd4f998f152223540aeec.jpg,GARBAGE,430.03045654296875,357.0126647949219,343.1717834472656,284.0245056152344
9.0,6e6b430912712af2a70f9bcce8c10dc2.jpg,CLUTTER_SIDEWALK,476.20416259765625,128.49412536621094,248.94992065429688,171.2058868408203
9.0,6e6b430912712af2a70f9bcce8c10dc2.jpg,CLUTTER_SIDEWALK,856.21142578125,515.556640625,257.12652587890625,177.51795959472656
9.0,6e6b430912712af2a70f9bcce8c10dc2.jpg,CLUTTER_SIDEWALK,200.0792999267578,0.0,243.52171325683594,168.70376586914062
9.0,6e6b430912712af2a70f9bcce8c10dc2.jpg,CLUTTER_SIDEWALK,960.0,779.6390991210938,261.7645568847656,174.88925170898438
2.0,cbabdf39160d2b7e8404881e3333374d.jpg,POTHOLES,331.5997314453125,0.8289527893066406,537.2817993164062,265.4399719238281
2.0,cbabdf39160d2b7e8404881e3333374d.jpg,POTHOLES,458.38031005859375,408.35089111328125,294.7366027832031,252.72174072265625
4.0,ba91a0c500ebdcceefc38483c99f67a1.jpg,CONSTRUCTION_ROAD,959.3004150390625,692.6353759765625,306.5655517578125,136.1547088623047
3.0,560cb929617b99c6c348485e8b4b72e9.jpg,GARBAGE,166.52896118164062,0.0,360.7366027832031,260.38653564453125
3.0,560cb929617b99c6c348485e8b4b72e9.jpg,GARBAGE,263.33624267578125,89.74910736083984,334.1687927246094,232.94912719726562
3.0,560cb929617b99c6c348485e8b4b72e9.jpg,GARBAGE,363.4878234863281,184.23236083984375,311.4515380859375,218.78506469726562
3.0,560cb929617b99c6c348485e8b4b72e9.jpg,GARBAGE,883.1015625,767.7103271484375,245.91087341308594,167.5865936279297
3.0,560cb929617b99c6c348485e8b4b72e9.jpg,GARBAGE,822.658935546875,704.591552734375,247.05718994140625,168.8883514404297
3.0,560cb929617b99c6c348485e8b4b72e9.jpg,GARBAGE,951.517578125,774.8707275390625,281.4824523925781,184.52064514160156
8.0,560cb929617b99c6c348485e8b4b72e9.jpg,SAND_ON_ROAD,637.7625732421875,540.029541015625,237.70877075195312,182.93917846679688
3.0,560cb929617b99c6c348485e8b4b72e9.jpg,GARBAGE,534.1210327148438,466.1076965332031,248.80459594726562,202.0599365234375
8.0,560cb929617b99c6c348485e8b4b72e9.jpg,SAND_ON_ROAD,960.0,856.5400390625,240.80030822753906,142.76254272460938
3.0,560cb929617b99c6c348485e8b4b72e9.jpg,GARBAGE,959.958251953125,852.5478515625,252.6262664794922,148.05735778808594
3.0,560cb929617b99c6c348485e8b4b72e9.jpg,GARBAGE,470.5333251953125,389.1063232421875,264.53631591796875,215.01905822753906
3.0,560cb929617b99c6c348485e8b4b72e9.jpg,GARBAGE,561.0224609375,504.2115783691406,258.1137390136719,215.216064453125
4.0,7d9c1bcb917c1302ffa853cd62e887f3.jpg,CONSTRUCTION_ROAD,266.2015380859375,0.0,304.0089111328125,106.01521301269531
4.0,7d9c1bcb917c1302ffa853cd62e887f3.jpg,CONSTRUCTION_ROAD,374.54376220703125,133.11151123046875,265.01922607421875,130.15383911132812
4.0,7d9c1bcb917c1302ffa853cd62e887f3.jpg,CONSTRUCTION_ROAD,436.6353759765625,310.85784912109375,231.61849975585938,156.3663787841797
4.0,89d36b3b14683cc547c658dd99c4d54f.jpg,CONSTRUCTION_ROAD,958.6806640625,404.79986572265625,504.53094482421875,101.42839050292969
4.0,89d36b3b14683cc547c658dd99c4d54f.jpg,CONSTRUCTION_ROAD,536.7802124023438,0.0,506.20428466796875,118.6241455078125
9.0,54e48ca9bc3dd622ff37a67b601cacf6.jpg,CLUTTER_SIDEWALK,641.25830078125,191.81201171875,244.77716064453125,138.51651000976562
9.0,54e48ca9bc3dd622ff37a67b601cacf6.jpg,CLUTTER_SIDEWALK,897.9462890625,518.3770751953125,241.18862915039062,148.16163635253906
9.0,54e48ca9bc3dd622ff37a67b601cacf6.jpg,CLUTTER_SIDEWALK,235.18858337402344,0.3880348205566406,229.02957153320312,138.93121337890625
9.0,54e48ca9bc3dd622ff37a67b601cacf6.jpg,CLUTTER_SIDEWALK,960.0,694.49755859375,242.05421447753906,155.1605682373047
7.0,11218184acaf2261a534075f1021042a.jpg,BAD_BILLBOARD,934.4400634765625,767.752685546875,177.6981201171875,89.42443084716797
7.0,11218184acaf2261a534075f1021042a.jpg,BAD_BILLBOARD,693.0498046875,618.9475708007812,195.08099365234375,142.00653076171875
2.0,f5e5817a4995232f16c36c7e7418fbf2.jpg,POTHOLES,132.40948486328125,0.23215484619140625,461.4693603515625,312.81683349609375
2.0,f5e5817a4995232f16c36c7e7418fbf2.jpg,POTHOLES,289.8623962402344,24.490699768066406,463.72210693359375,314.7961730957031
0.0,4c1561b93fef37c5a2eb600ddf7a6c61.jpg,GRAFFITI,269.0340881347656,175.28948974609375,205.47024536132812,131.232421875
4.0,4f414b816a87f471d7bc19ef0703a310.jpg,CONSTRUCTION_ROAD,703.864990234375,470.3993225097656,296.04364013671875,118.73681640625
4.0,4f414b816a87f471d7bc19ef0703a310.jpg,CONSTRUCTION_ROAD,960.0,537.8176879882812,418.89111328125,29.99347686767578
4.0,4f414b816a87f471d7bc19ef0703a310.jpg,CONSTRUCTION_ROAD,187.92398071289062,0.8033580780029297,315.2513427734375,164.83917236328125
4.0,4f414b816a87f471d7bc19ef0703a310.jpg,CONSTRUCTION_ROAD,270.8724365234375,85.74760437011719,284.1334228515625,173.9556427001953
4.0,4f414b816a87f471d7bc19ef0703a310.jpg,CONSTRUCTION_ROAD,373.2196044921875,280.69464111328125,241.3619384765625,182.2261962890625
4.0,4f414b816a87f471d7bc19ef0703a310.jpg,CONSTRUCTION_ROAD,552.3225708007812,396.001708984375,243.6661834716797,149.34564208984375
4.0,54b2d34de7eb4a2521e411af9127a322.jpg,CONSTRUCTION_ROAD,960.0,525.987060546875,420.0419921875,82.88945007324219
4.0,54b2d34de7eb4a2521e411af9127a322.jpg,CONSTRUCTION_ROAD,776.520751953125,238.28094482421875,403.7352294921875,95.04629516601562
4.0,54b2d34de7eb4a2521e411af9127a322.jpg,CONSTRUCTION_ROAD,476.51300048828125,6.1454315185546875,393.048095703125,80.80233764648438
4.0,54b2d34de7eb4a2521e411af9127a322.jpg,CONSTRUCTION_ROAD,238.21377563476562,0.0,369.253662109375,69.2935791015625
3.0,77ac493700369accc28d39be5b31f153.jpg,GARBAGE,455.8678894042969,375.2177429199219,295.907470703125,242.3697967529297
3.0,77ac493700369accc28d39be5b31f153.jpg,GARBAGE,830.0645751953125,755.2640380859375,356.7795104980469,289.5382995605469
3.0,e417727e8dfd3d0b0e049833ad3ee669.jpg,GARBAGE,0.0,0.0,0.0,0.0
4.0,dd1b771e20965f1743af4a6ce0b1fd0a.jpg,CONSTRUCTION_ROAD,410.1409606933594,246.23355102539062,257.1986083984375,152.20252990722656
4.0,dd1b771e20965f1743af4a6ce0b1fd0a.jpg,CONSTRUCTION_ROAD,330.3979187011719,79.05095672607422,286.8137512207031,124.46072387695312
4.0,dd1b771e20965f1743af4a6ce0b1fd0a.jpg,CONSTRUCTION_ROAD,210.9224395751953,0.109039306640625,332.18304443359375,92.97531127929688
4.0,99fce2201a1513c3824d8a3608026f9b.jpg,CONSTRUCTION_ROAD,344.9102478027344,3.2030181884765625,342.310791015625,171.69540405273438
2.0,99fce2201a1513c3824d8a3608026f9b.jpg,POTHOLES,881.173095703125,650.1661376953125,486.2071838378906,361.41778564453125
4.0,99fce2201a1513c3824d8a3608026f9b.jpg,CONSTRUCTION_ROAD,149.89013671875,0.0,329.527587890625,147.01058959960938
3.0,d99df1a817fb1a173a4698745836c4fc.jpg,GARBAGE,866.001708984375,684.0010375976562,275.32769775390625,203.29966735839844
3.0,d99df1a817fb1a173a4698745836c4fc.jpg,GARBAGE,308.24627685546875,150.24258422851562,344.1724853515625,226.48155212402344
3.0,d99df1a817fb1a173a4698745836c4fc.jpg,GARBAGE,699.7957153320312,614.4432983398438,349.5101623535156,276.1842041015625
3.0,d99df1a817fb1a173a4698745836c4fc.jpg,GARBAGE,953.7471313476562,883.1215209960938,274.84844970703125,205.4993133544922
3.0,d99df1a817fb1a173a4698745836c4fc.jpg,GARBAGE,394.5956726074219,233.98675537109375,350.86480712890625,244.90530395507812
3.0,ddbf796e79a7fd1471d209fa183009d4.jpg,GARBAGE,119.50709533691406,26.314868927001953,440.16290283203125,378.8251953125
0.0,84381c4b0cddef812d9ddccf69caa6ca.jpg,GRAFFITI,571.7179565429688,465.77667236328125,266.8034973144531,198.71002197265625
0.0,84381c4b0cddef812d9ddccf69caa6ca.jpg,GRAFFITI,513.7965087890625,233.90023803710938,360.5045471191406,224.15830993652344
3.0,179ad005c5cec2a44b6eaf2a4dac3c39.jpg,GARBAGE,715.298583984375,669.5272216796875,279.15435791015625,231.55728149414062
3.0,179ad005c5cec2a44b6eaf2a4dac3c39.jpg,GARBAGE,501.67803955078125,447.5068359375,228.17857360839844,188.7158203125
3.0,1580f03eea1771822e5b8ec72a187040.jpg,GARBAGE,266.7735595703125,200.2984619140625,331.60791015625,275.2627868652344
3.0,eb04074ed3f9f93b1ceabff44640bdcb.jpg,GARBAGE,0.0,0.0,0.0,0.0
7.0,2e2300be77fb56a90d61add02e2a862d.jpg,BAD_BILLBOARD,958.7962646484375,540.9234619140625,273.3968505859375,0.0
7.0,2e2300be77fb56a90d61add02e2a862d.jpg,BAD_BILLBOARD,231.12130737304688,0.0,233.7062530517578,0.0
4.0,2e2300be77fb56a90d61add02e2a862d.jpg,CONSTRUCTION_ROAD,806.2223510742188,411.35919189453125,357.69708251953125,149.83851623535156
4.0,2e2300be77fb56a90d61add02e2a862d.jpg,CONSTRUCTION_ROAD,960.0,642.758056640625,368.0631408691406,149.71617126464844
4.0,2e2300be77fb56a90d61add02e2a862d.jpg,CONSTRUCTION_ROAD,326.1648254394531,0.0,343.9410400390625,128.54400634765625
4.0,2e2300be77fb56a90d61add02e2a862d.jpg,CONSTRUCTION_ROAD,576.111572265625,143.171875,347.85382080078125,139.83258056640625
7.0,2e2300be77fb56a90d61add02e2a862d.jpg,BAD_BILLBOARD,797.68505859375,18.452682495117188,272.132080078125,0.0
3.0,208db219ca547490d795b94e7ff028e1.jpg,GARBAGE,254.04473876953125,143.51502990722656,235.8489532470703,179.89100646972656
3.0,de716ddbdf950a1712bda5198fa672ac.jpg,GARBAGE,496.68359375,380.11273193359375,259.2200927734375,198.75387573242188
3.0,de716ddbdf950a1712bda5198fa672ac.jpg,GARBAGE,329.10040283203125,242.1631622314453,258.6377868652344,203.3271484375
3.0,de716ddbdf950a1712bda5198fa672ac.jpg,GARBAGE,619.1922607421875,541.9292602539062,252.5437774658203,199.66818237304688
3.0,8a330d1b513b3509553a1e6f159f8ea3.jpg,GARBAGE,298.9643859863281,220.62887573242188,275.39117431640625,222.93589782714844
3.0,8a330d1b513b3509553a1e6f159f8ea3.jpg,GARBAGE,439.978759765625,379.44097900390625,242.39703369140625,199.12330627441406
3.0,e09f8936d5b62c2c4cf234bc2e9395f4.jpg,GARBAGE,563.8381958007812,447.7427978515625,328.98760986328125,243.94876098632812
3.0,4e10617e7f35cc8a3cb79361f1ba9e33.jpg,GARBAGE,888.8988647460938,767.3512573242188,267.16363525390625,192.7801513671875
3.0,4e10617e7f35cc8a3cb79361f1ba9e33.jpg,GARBAGE,732.2603149414062,648.8196411132812,259.63848876953125,206.68780517578125
0.0,4e10617e7f35cc8a3cb79361f1ba9e33.jpg,GRAFFITI,176.0106658935547,1.3400917053222656,207.29327392578125,105.77657318115234
3.0,4e10617e7f35cc8a3cb79361f1ba9e33.jpg,GARBAGE,448.822509765625,316.9132385253906,263.6485595703125,202.39974975585938
3.0,321fc3bfa2f991ffbb8cedb947c63dab.jpg,GARBAGE,206.20620727539062,130.641845703125,269.294921875,207.21945190429688
3.0,321fc3bfa2f991ffbb8cedb947c63dab.jpg,GARBAGE,856.020751953125,788.2293701171875,282.6947937011719,235.73341369628906
3.0,321fc3bfa2f991ffbb8cedb947c63dab.jpg,GARBAGE,720.0070190429688,658.4063720703125,384.39605712890625,336.9503173828125
3.0,321fc3bfa2f991ffbb8cedb947c63dab.jpg,GARBAGE,919.5536499023438,853.4419555664062,285.65521240234375,234.10159301757812
3.0,8aa9b7f07715e15490f5466c6d36e53b.jpg,GARBAGE,121.01419830322266,38.94982147216797,309.9554138183594,232.79327392578125
3.0,c03ec9bf5e8e9c90269c6fbb35149b55.jpg,GARBAGE,952.7354736328125,550.3614501953125,428.62628173828125,204.29122924804688
3.0,c03ec9bf5e8e9c90269c6fbb35149b55.jpg,GARBAGE,489.3199768066406,0.0,506.50213623046875,195.91177368164062
3.0,c03ec9bf5e8e9c90269c6fbb35149b55.jpg,GARBAGE,329.7827453613281,2.4311370849609375,404.337890625,200.53375244140625
3.0,c03ec9bf5e8e9c90269c6fbb35149b55.jpg,GARBAGE,411.7814025878906,334.9202880859375,353.07012939453125,291.031005859375
3.0,c03ec9bf5e8e9c90269c6fbb35149b55.jpg,GARBAGE,494.54791259765625,350.9518737792969,335.1126403808594,244.060302734375
2.0,3c4712c2a73de54efa3124babc48acf6.jpg,POTHOLES,914.373046875,383.9031982421875,443.38861083984375,175.2502899169922
2.0,3c4712c2a73de54efa3124babc48acf6.jpg,POTHOLES,570.7615966796875,424.16595458984375,251.86810302734375,167.27651977539062
8.0,3c4712c2a73de54efa3124babc48acf6.jpg,SAND_ON_ROAD,425.84521484375,322.6439208984375,200.2759552001953,132.8045654296875
3.0,3c4712c2a73de54efa3124babc48acf6.jpg,GARBAGE,405.119384765625,328.58868408203125,202.16395568847656,150.57179260253906
2.0,3c4712c2a73de54efa3124babc48acf6.jpg,POTHOLES,859.2288208007812,616.098388671875,315.2909851074219,166.10464477539062
9.0,93bde74fdd41477b566d6d7ddea62619.jpg,CLUTTER_SIDEWALK,547.9520263671875,2.2214126586914062,345.84259033203125,173.84458923339844
9.0,93bde74fdd41477b566d6d7ddea62619.jpg,CLUTTER_SIDEWALK,960.0,344.4168701171875,415.6044616699219,196.84469604492188
3.0,055f975c73af31b07d8a86bb7a64fd84.jpg,GARBAGE,168.0763397216797,85.08039855957031,326.1545104980469,283.28656005859375
7.0,055f975c73af31b07d8a86bb7a64fd84.jpg,BAD_BILLBOARD,218.16519165039062,49.578125,121.81844329833984,30.653932571411133
3.0,055f975c73af31b07d8a86bb7a64fd84.jpg,GARBAGE,275.71148681640625,219.85000610351562,324.4262390136719,278.7731628417969
3.0,055f975c73af31b07d8a86bb7a64fd84.jpg,GARBAGE,99.17456817626953,10.12280559539795,354.04534912109375,289.02349853515625
3.0,055f975c73af31b07d8a86bb7a64fd84.jpg,GARBAGE,321.02239990234375,266.15234375,322.7618713378906,273.518798828125
7.0,055f975c73af31b07d8a86bb7a64fd84.jpg,BAD_BILLBOARD,623.7548828125,475.052001953125,40.2392692565918,0.0
3.0,055f975c73af31b07d8a86bb7a64fd84.jpg,GARBAGE,372.31256103515625,325.4608154296875,277.3204345703125,230.34506225585938
3.0,055f975c73af31b07d8a86bb7a64fd84.jpg,GARBAGE,959.9602661132812,916.6876831054688,368.5802307128906,319.34698486328125
7.0,055f975c73af31b07d8a86bb7a64fd84.jpg,BAD_BILLBOARD,960.0,852.735107421875,38.74750900268555,0.0
7.0,055f975c73af31b07d8a86bb7a64fd84.jpg,BAD_BILLBOARD,383.23919677734375,292.9245300292969,132.7955780029297,87.05830383300781
8.0,7fecc6508e38c050551bb0a27bb5ec55.jpg,SAND_ON_ROAD,691.9458618164062,614.2916259765625,247.08428955078125,201.48648071289062
2.0,7fecc6508e38c050551bb0a27bb5ec55.jpg,POTHOLES,507.79559326171875,270.70062255859375,430.77264404296875,304.01129150390625
3.0,97a35f63e54bbab1cbd3d3f0068c16c5.jpg,GARBAGE,651.2051391601562,490.502685546875,462.83587646484375,347.9764099121094
4.0,0ba2a22e1f8aa653476ce5f957a85310.jpg,CONSTRUCTION_ROAD,907.2071533203125,409.2235107421875,323.08050537109375,82.54396057128906
4.0,0ba2a22e1f8aa653476ce5f957a85310.jpg,CONSTRUCTION_ROAD,257.8281555175781,8.260997772216797,331.26312255859375,105.53413391113281
4.0,0ba2a22e1f8aa653476ce5f957a85310.jpg,CONSTRUCTION_ROAD,161.2042694091797,0.3592243194580078,412.62298583984375,65.33203125
4.0,0ba2a22e1f8aa653476ce5f957a85310.jpg,CONSTRUCTION_ROAD,958.1215209960938,655.4404907226562,420.6770324707031,19.820411682128906
3.0,0ba2a22e1f8aa653476ce5f957a85310.jpg,GARBAGE,960.0,878.8372192382812,452.02191162109375,353.0726318359375
7.0,c44b1a4dc62f0ea8e0d3288c19628cf0.jpg,BAD_BILLBOARD,735.170654296875,577.666748046875,186.361328125,98.2181396484375
3.0,c44b1a4dc62f0ea8e0d3288c19628cf0.jpg,GARBAGE,263.93707275390625,213.31076049804688,278.27008056640625,240.30288696289062
1.0,c44b1a4dc62f0ea8e0d3288c19628cf0.jpg,FADED_SIGNAGE,363.73077392578125,295.16741943359375,205.86822509765625,140.4038848876953
4.0,c44b1a4dc62f0ea8e0d3288c19628cf0.jpg,CONSTRUCTION_ROAD,390.00927734375,296.8045654296875,249.00489807128906,176.12457275390625
9.0,c44b1a4dc62f0ea8e0d3288c19628cf0.jpg,CLUTTER_SIDEWALK,370.65521240234375,168.06468200683594,297.5354919433594,207.64224243164062
9.0,c44b1a4dc62f0ea8e0d3288c19628cf0.jpg,CLUTTER_SIDEWALK,263.52862548828125,0.8585929870605469,376.8912048339844,237.31736755371094
3.0,866889ebae591abc60fdd250ea3eb773.jpg,GARBAGE,820.1277465820312,766.4239501953125,289.7223815917969,244.4747314453125
3.0,fa2a7f0a40ca918e1ca9feb4027cff96.jpg,GARBAGE,412.123779296875,235.59713745117188,484.9111633300781,381.217529296875
9.0,fa2a7f0a40ca918e1ca9feb4027cff96.jpg,CLUTTER_SIDEWALK,578.102294921875,8.459312438964844,399.62188720703125,292.9186096191406
3.0,cf91e1f58cff6cba07aafa147802532f.jpg,GARBAGE,0.0,0.0,0.0,0.0
4.0,cd6ad05e61ee246342826bf2c735029f.jpg,CONSTRUCTION_ROAD,952.754150390625,332.145751953125,407.723876953125,147.49256896972656
4.0,cd6ad05e61ee246342826bf2c735029f.jpg,CONSTRUCTION_ROAD,557.385009765625,15.904106140136719,402.3855285644531,148.3243408203125
7.0,4a0cf1ca978746b565200446a120f364.jpg,BAD_BILLBOARD,149.38059997558594,0.0,246.4192657470703,149.590576171875
9.0,4a0cf1ca978746b565200446a120f364.jpg,CLUTTER_SIDEWALK,855.455322265625,419.2863464355469,386.574462890625,251.98622131347656
4.0,4a0cf1ca978746b565200446a120f364.jpg,CONSTRUCTION_ROAD,399.64715576171875,0.0,400.0029296875,215.1104278564453
2.0,dd6b7ec17090ad2a9257f3247044a75a.jpg,POTHOLES,227.61383056640625,93.1268310546875,363.73760986328125,270.8273620605469
2.0,dd6b7ec17090ad2a9257f3247044a75a.jpg,POTHOLES,79.05690002441406,0.2129058837890625,377.072021484375,274.8283996582031
3.0,fd280436ea1a7e27bcc99d4fa030ad4a.jpg,GARBAGE,685.0292358398438,585.4861450195312,369.45623779296875,296.4703063964844
3.0,fd280436ea1a7e27bcc99d4fa030ad4a.jpg,GARBAGE,443.2509765625,389.07647705078125,188.59274291992188,146.73187255859375
3.0,fd280436ea1a7e27bcc99d4fa030ad4a.jpg,GARBAGE,74.3297119140625,0.36334705352783203,193.4571075439453,121.97021484375
3.0,fd280436ea1a7e27bcc99d4fa030ad4a.jpg,GARBAGE,163.17626953125,29.929887771606445,193.7374267578125,128.78456115722656
9.0,fd280436ea1a7e27bcc99d4fa030ad4a.jpg,CLUTTER_SIDEWALK,603.0375366210938,3.1753463745117188,354.9071044921875,170.87191772460938
9.0,fd280436ea1a7e27bcc99d4fa030ad4a.jpg,CLUTTER_SIDEWALK,282.349609375,0.0,349.85845947265625,167.82225036621094
3.0,cc070ed1148fef2de4416db60b01ee95.jpg,GARBAGE,751.7686767578125,699.6091918945312,200.94573974609375,159.96768188476562
7.0,e8bb70932d98e011b779c195bd47e5ce.jpg,BAD_BILLBOARD,522.4204711914062,279.88818359375,144.710205078125,23.875471115112305
3.0,e8bb70932d98e011b779c195bd47e5ce.jpg,GARBAGE,453.2447204589844,389.26556396484375,308.45550537109375,264.475341796875
3.0,e8bb70932d98e011b779c195bd47e5ce.jpg,GARBAGE,824.67333984375,750.8939208984375,268.9608154296875,225.9529266357422
2.0,ae6e5e43aff48be9afcabefb18d33144.jpg,POTHOLES,536.3458251953125,392.4544677734375,359.65081787109375,240.96441650390625
8.0,ae6e5e43aff48be9afcabefb18d33144.jpg,SAND_ON_ROAD,664.91259765625,601.6244506835938,228.41754150390625,180.59677124023438
